id,expected_verdict,expected_domain,claim_text,review_focus,human_note,contested_span
jfc-inaccurate-16-inaccuracies-in-keio-baseball-cheering,不正確,一般,"応援をすると「単位をもらえる」学部も
さらに大空さんは「けっこうこの勝利には理由があるなと。応援が、すごかったじゃないですか?」と、知る人ぞ知る裏事情にも言及。
自身の学生時代を振り返り、「僕みたいなタイプは、絶対に野球の応援なんか行かない、と思ってたわけです。大学の入学までは」「ただ僕は早慶戦を何回も応援したことがあるんです。なぜかというと、応援に行くことによって、私の学部は単位をもらえるわけですよ」と舞台裏を打ち明け、谷原さんは「えー」と驚きの表情を浮かべていました。",主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,"応援をすると「単位をもらえる」学部も
さらに大空さんは「けっこうこの勝利には理由があるなと。応援が、すごかったじゃないですか?」と、知る人ぞ知る裏事情にも言及。
自身の学生時代を振り返り、「僕みたいなタイプは、絶対に野球の応援なんか行かない、と思ってたわけです。大学の入学までは」「ただ僕は早慶戦を何回も応援したことがあるんです。なぜかというと、応援に行くことによって、私の学部は単位をもらえるわけですよ」と舞台裏を打ち明け、谷原さんは「えー」と驚きの表情を浮かべていました。"
jfc-inaccurate-17-japan-iran-visa-indefinite-extension,不正確,一般,日本政府がイラン国民のビザを無期限に延長するんだって。リプで海外の人から日本政府ボロクソに言われてるじゃねーか,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,日本政府がイラン国民のビザを無期限に延長するんだって。リプで海外の人から日本政府ボロクソに言われてるじゃねーか
jfc-inaccurate-18-ion-stores-atm-credit-card-inaccessibility-inaccurate,不正確,金融,"世界規模で銀行がストップしてます,日本でもイオンがこれからATM,クレジットカードが使えなくなると店員さんが説明してる,遂に来たね,10月3日から引き落としが止まる確か15日迄と聞いてます",主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,"世界規模で銀行がストップしてます,日本でもイオンがこれからATM,クレジットカードが使えなくなると店員さんが説明してる,遂に来たね,10月3日から引き落としが止まる確か15日迄と聞いてます"
jfc-inaccurate-19-factcheck-us-department-of-state-officially-declared-islam-a-threat,不正確,一般,アメリカ国務省が公式にイスラム教は”脅威”であると宣言しました,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,アメリカ国務省が公式にイスラム教は”脅威”であると宣言しました
jfc-inaccurate-20-inaccurate-9000yen-to-a-muslims-school-lunch,不正確,一般,東京都がムスリムの園児1人につき毎月9000円を給食のために支給している,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,東京都がムスリムの園児1人につき毎月9000円を給食のために支給している
jfc-false-01-trump-im-the-last-to-use-nukes,誤り,一般,トランプ氏が、現在の中東情勢を受けて「私は核兵器を使う最後の人間になるだろう」と発言した。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,トランプ氏が、現在の中東情勢を受けて「私は核兵器を使う最後の人間になるだろう」と発言した。
jfc-false-02-did-noda-yoshihiko-said-spy-prevention-law-would-violate-spies-human-rights,誤り,一般,野田佳彦氏が「スパイ防止法はスパイの人権を侵害してしまう」と発言した。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,野田佳彦氏が「スパイ防止法はスパイの人権を侵害してしまう」と発言した。
jfc-false-03-chemtrail-government-airborne-dispersion-harmful-substances-false,誤り,一般,飛行機雲は、政府などが危険な化学物質を散布している「ケムトレイル」である。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,飛行機雲は、政府などが危険な化学物質を散布している「ケムトレイル」である。
jfc-false-04-japans-inflation-rate-is-not-the-highest,誤り,金融,日本のインフレ率は世界で最も高い。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,日本のインフレ率は世界で最も高い。
jfc-false-05-japan-does-not-have-any-anti-islamic-legislation,誤り,一般,日本はモスク建設やブルカの着用などを禁じる反イスラム法を制定した。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,日本はモスク建設やブルカの着用などを禁じる反イスラム法を制定した。
jfc-false-06-pfizer-didnt-admit-covid-jab-causes-cancer,誤り,医療,ファイザー社は新型コロナワクチンで大腸がんになると認めた。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,ファイザー社は新型コロナワクチンで大腸がんになると認めた。
jfc-false-07-false-aomori-earthquake-artificial,誤り,災害,2025年12月8日に青森県東方沖で起きた地震は人工地震である。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,2025年12月8日に青森県東方沖で起きた地震は人工地震である。
jfc-false-08-kawaguchi-arrest-foreign-national-ratio,誤り,一般,川口市の検挙人数178人のうち外国籍は135人で約76%を占め、検挙された人の約4人に3人が外国籍である。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,川口市の検挙人数178人のうち外国籍は135人で約76%を占め、検挙された人の約4人に3人が外国籍である。
jfc-false-09-false-dog-elevator-ai-video,誤り,一般,子どもが犬とエレベーターに乗ろうとしたが犬が嫌がって見送り、その直後にエレベーターが落下して命が助かった。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,子どもが犬とエレベーターに乗ろうとしたが犬が嫌がって見送り、その直後にエレベーターが落下して命が助かった。
jfc-false-10-false-lee-jaemyung-setagaya-comment,誤り,一般,世田谷区で韓国籍女性が殺害された事件について、韓国の李在明大統領が「日本は謝罪と賠償をするべきだ」と発言した。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,世田谷区で韓国籍女性が殺害された事件について、韓国の李在明大統領が「日本は謝罪と賠償をするべきだ」と発言した。
jfc-false-11-false-hometown-africa-nagai-visa,誤り,一般,"日本政府に問いたい。
「日本は、山形県長井市をタンザニアに与える」「外務省は、長井市ほか3つの市をアフリカ人に与えることを提案」
日本国民に黙って一体何をしたんだ？
国民の怒りを知れ。",主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,"日本政府に問いたい。
「日本は、山形県長井市をタンザニアに与える」「外務省は、長井市ほか3つの市をアフリカ人に与えることを提案」
日本国民に黙って一体何をしたんだ？
国民の怒りを知れ。"
jfc-false-12-false-celebrity-death-hoaxes-youtube,誤り,一般,浜崎あゆみ氏やビートたけし氏、友近氏などの著名人が亡くなった。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,浜崎あゆみ氏やビートたけし氏、友近氏などの著名人が亡くなった。
jfc-false-13-false-koizumi-radiated-soil-video,誤り,一般,小泉総理で日本は滅ぶ。放射能汚染土を日本中にばら撒いた小泉農水大臣の罪を暴く。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,小泉総理で日本は滅ぶ。放射能汚染土を日本中にばら撒いた小泉農水大臣の罪を暴く。
jfc-false-14-false-asahi-ceremony-flags,誤り,一般,朝日新聞の入社式では、社旗の脇に韓国と中国の国旗を並べ、ハングル文字を掲げていた。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,朝日新聞の入社式では、社旗の脇に韓国と中国の国旗を並べ、ハングル文字を掲げていた。
jfc-false-15-false-100k-demo-osaka-yoon,誤り,一般,大阪、10万人のデモ隊が韓国の尹錫悦大統領の罷免と拘束、日本と断交し北朝鮮やロシアと国交回復を要求,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,大阪、10万人のデモ隊が韓国の尹錫悦大統領の罷免と拘束、日本と断交し北朝鮮やロシアと国交回復を要求
jfc-false-16-false-minimum-access-rice-harmful,誤り,一般,【悲報】小泉進次郎さん、91万tあった家畜米の「ななひかり」が残り30万tまで減ってしまい、完全に底をついた場合にはミニマムアクセス米という、除草剤(例：グリホサート、パラコート）、殺虫剤(例：ネオニコチノイド系、有機リン系)等の農薬が頻繁に使われていて、発がん性、内分泌かく乱作用、生殖能力への影響などの懸念があり、生態系への影響も指摘されているアメリカ産米を活用すると宣言してしまう。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,【悲報】小泉進次郎さん、91万tあった家畜米の「ななひかり」が残り30万tまで減ってしまい、完全に底をついた場合にはミニマムアクセス米という、除草剤(例：グリホサート、パラコート）、殺虫剤(例：ネオニコチノイド系、有機リン系)等の農薬が頻繁に使われていて、発がん性、内分泌かく乱作用、生殖能力への影響などの懸念があり、生態系への影響も指摘されているアメリカ産米を活用すると宣言してしまう。
jfc-false-17-false-hokkaido-ainu-not-jomon,誤り,一般,"北海道の先住民族は縄文人です！
アイヌじゃありません！",主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,"北海道の先住民族は縄文人です！
アイヌじゃありません！"
jfc-false-18-false-planet-alignment-over-pyramid-every-2373,誤り,一般,"ギザ（エジプト）のピラミッドの上空に水星、金星、土星が見える。
これは 2373 年に 1 度起こる現象です。
そして今まさに起こっているのです…",主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,"ギザ（エジプト）のピラミッドの上空に水星、金星、土星が見える。
これは 2373 年に 1 度起こる現象です。
そして今まさに起こっているのです…"
jfc-false-19-former-ukrainian-commander-zarzhinyi-53-million-dollar-retirement-bbc,誤り,一般,ウクライナ軍の前司令官ヴァレリー・ザルジニー氏が5300万ドルの退職金を受け取ったとBBCが報じた。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,ウクライナ軍の前司令官ヴァレリー・ザルジニー氏が5300万ドルの退職金を受け取ったとBBCが報じた。
jfc-false-20-false-epstein-emperor-ai-photo,誤り,一般,天皇陛下や上皇陛下がジェフリー・エプスタイン氏と一緒に写っている写真は本物だ。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,天皇陛下や上皇陛下がジェフリー・エプスタイン氏と一緒に写っている写真は本物だ。
