id,expected_verdict,expected_domain,claim_text,review_focus,human_note,contested_span
jfc-false-02-did-noda-yoshihiko-said-spy-prevention-law-would-violate-spies-human-rights,誤り,一般,地球は宇宙の中心にあり、地球の回りを太陽やその他の星々が回っている。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,地球は宇宙の中心にあり、地球の回りを太陽やその他の星々が回っている。
jfc-false-03-chemtrail-government-airborne-dispersion-harmful-substances-false,誤り,一般,飛行機雲は、政府などが危険な化学物質を散布している「ケムトレイル」である。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,飛行機雲は、政府などが危険な化学物質を散布している「ケムトレイル」である。
jfc-false-04-japans-inflation-rate-is-not-the-highest,誤り,医療,5Gが新型コロナを引き起こす。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,5Gが新型コロナを引き起こす。
jfc-false-05-japan-does-not-have-any-anti-islamic-legislation,誤り,一般,日本はモスク建設やブルカの着用などを禁じる反イスラム法を制定した。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,日本はモスク建設やブルカの着用などを禁じる反イスラム法を制定した。
jfc-false-06-pfizer-didnt-admit-covid-jab-causes-cancer,誤り,医療,新型コロナワクチンを接種すると大腸がんになる。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,新型コロナワクチンを接種すると大腸がんになる。
jfc-false-07-false-aomori-earthquake-artificial,誤り,災害,2025年12月8日に青森県東方沖で起きた地震は人工地震である。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,2025年12月8日に青森県東方沖で起きた地震は人工地震である。
jfc-false-08-kawaguchi-arrest-foreign-national-ratio,誤り,一般,バラク・オバマはアメリカ生まれではない。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,バラク・オバマはアメリカ生まれではない。
jfc-false-09-false-dog-elevator-ai-video,誤り,医療,MMRワクチンで自閉症になる。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,MMRワクチンで自閉症になる。
jfc-false-10-false-lee-jaemyung-setagaya-comment,誤り,政治,世田谷区で韓国籍女性が殺害された事件について、韓国の李在明大統領が「日本は謝罪と賠償をするべきだ」と発言した。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,世田谷区で韓国籍女性が殺害された事件について、韓国の李在明大統領が「日本は謝罪と賠償をするべきだ」と発言した。
jfc-false-11-false-hometown-africa-nagai-visa,誤り,一般,1969年のアポロ月面着陸は捏造である。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,1969年のアポロ月面着陸は捏造である。
jfc-false-12-false-celebrity-death-hoaxes-youtube,誤り,一般,ミスタージャイアンツとはイチローのことである。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,ミスタージャイアンツとはイチローのことである。
jfc-false-13-false-koizumi-radiated-soil-video,誤り,政治,工藤新一と江戸川コナンは同一人物でない。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,工藤新一と江戸川コナンは同一人物でない。
jfc-false-14-false-asahi-ceremony-flags,誤り,一般,朝日新聞の入社式では、社旗の脇に韓国と中国の国旗を並べ、ハングル文字を掲げていた。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,朝日新聞の入社式では、社旗の脇に韓国と中国の国旗を並べ、ハングル文字を掲げていた。
jfc-false-15-false-100k-demo-osaka-yoon,誤り,政治,日本の最北端は知床岬である。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,日本の最北端は知床岬である。
jfc-false-16-false-minimum-access-rice-harmful,誤り,一般,関東大震災で朝鮮人が井戸に毒を入れた。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,関東大震災で朝鮮人が井戸に毒を入れた。
jfc-false-17-false-hokkaido-ainu-not-jomon,誤り,一般,バロンドールの最多受賞者は中田英寿である。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,バロンドールの最多受賞者は中田英寿である。
jfc-false-18-false-planet-alignment-over-pyramid-every-2373,誤り,一般,ギザ（エジプト）のピラミッドの上空に水星、金星、土星が見える。これは2373年に1度起こる現象である。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,ギザ（エジプト）のピラミッドの上空に水星、金星、土星が見える。これは2373年に1度起こる現象である。
jfc-false-19-former-ukrainian-commander-zarzhinyi-53-million-dollar-retirement-bbc,誤り,一般,西郷隆盛は西南戦争で勝利した。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,西郷隆盛は西南戦争で勝利した。
jfc-false-20-false-epstein-emperor-ai-photo,誤り,一般,天皇陛下や上皇陛下がジェフリー・エプスタイン氏と一緒に写っている写真は本物だ。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,天皇陛下や上皇陛下がジェフリー・エプスタイン氏と一緒に写っている写真は本物だ。
